,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area
2652,Maize,1991,18084,1761.0,58349.44,21.43,Kenya
2653,Maize,1991,18084,1761.0,58349.44,20.13,Kenya
2654,Maize,1991,18084,1761.0,58349.44,17.95,Kenya
2655,Maize,1991,18084,1761.0,58349.44,17.95,Kenya
2656,Maize,1991,18084,1761.0,58349.44,27.34,Kenya
2657,Maize,1991,18084,1761.0,58349.44,20.13,Kenya
2658,Maize,1991,18084,1761.0,58349.44,27.21,Kenya
2659,Maize,1991,18084,1761.0,58349.44,19.11,Kenya
2660,Maize,1991,18084,1761.0,58349.44,25.57,Kenya
2661,Maize,1991,18084,1761.0,58349.44,24.25,Kenya
2662,Maize,1991,18084,1761.0,58349.44,25.06,Kenya
2751,Maize,1992,22828,1761.0,67003.89,21.35,Kenya
2752,Maize,1992,22828,1761.0,67003.89,20.21,Kenya
2753,Maize,1992,22828,1761.0,67003.89,17.8,Kenya
2754,Maize,1992,22828,1761.0,67003.89,17.8,Kenya
2755,Maize,1992,22828,1761.0,67003.89,27.58,Kenya
2756,Maize,1992,22828,1761.0,67003.89,20.21,Kenya
2757,Maize,1992,22828,1761.0,67003.89,27.42,Kenya
2758,Maize,1992,22828,1761.0,67003.89,18.72,Kenya
2759,Maize,1992,22828,1761.0,67003.89,25.61,Kenya
2760,Maize,1992,22828,1761.0,67003.89,24.24,Kenya
2761,Maize,1992,22828,1761.0,67003.89,24.97,Kenya
2850,Maize,1993,25321,1761.0,75658.33,21.94,Kenya
2851,Maize,1993,25321,1761.0,75658.33,20.49,Kenya
2852,Maize,1993,25321,1761.0,75658.33,17.93,Kenya
2853,Maize,1993,25321,1761.0,75658.33,17.93,Kenya
2854,Maize,1993,25321,1761.0,75658.33,28.18,Kenya
2855,Maize,1993,25321,1761.0,75658.33,20.49,Kenya
2856,Maize,1993,25321,1761.0,75658.33,26.89,Kenya
2857,Maize,1993,25321,1761.0,75658.33,18.69,Kenya
2858,Maize,1993,25321,1761.0,75658.33,26.06,Kenya
2859,Maize,1993,25321,1761.0,75658.33,24.65,Kenya
2860,Maize,1993,25321,1761.0,75658.33,25.41,Kenya
2949,Maize,1994,23629,1761.0,84312.78,21.91,Kenya
2950,Maize,1994,23629,1761.0,84312.78,20.77,Kenya
2951,Maize,1994,23629,1761.0,84312.78,18.42,Kenya
2952,Maize,1994,23629,1761.0,84312.78,18.42,Kenya
2953,Maize,1994,23629,1761.0,84312.78,27.53,Kenya
2954,Maize,1994,23629,1761.0,84312.78,20.77,Kenya
2955,Maize,1994,23629,1761.0,84312.78,26.9,Kenya
2956,Maize,1994,23629,1761.0,84312.78,19.15,Kenya
2957,Maize,1994,23629,1761.0,84312.78,26.05,Kenya
2958,Maize,1994,23629,1761.0,84312.78,24.71,Kenya
2959,Maize,1994,23629,1761.0,84312.78,25.42,Kenya
3048,Maize,1995,26005,1761.0,92967.22,22.07,Kenya
3049,Maize,1995,26005,1761.0,92967.22,20.61,Kenya
3050,Maize,1995,26005,1761.0,92967.22,18.27,Kenya
3051,Maize,1995,26005,1761.0,92967.22,18.27,Kenya
3052,Maize,1995,26005,1761.0,92967.22,27.52,Kenya
3053,Maize,1995,26005,1761.0,92967.22,20.61,Kenya
3054,Maize,1995,26005,1761.0,92967.22,27.34,Kenya
3055,Maize,1995,26005,1761.0,92967.22,18.89,Kenya
3056,Maize,1995,26005,1761.0,92967.22,26.05,Kenya
3057,Maize,1995,26005,1761.0,92967.22,24.77,Kenya
3058,Maize,1995,26005,1761.0,92967.22,25.65,Kenya
3147,Maize,1996,24761,1761.0,101621.67,21.56,Kenya
3148,Maize,1996,24761,1761.0,101621.67,20.18,Kenya
3149,Maize,1996,24761,1761.0,101621.67,17.83,Kenya
3150,Maize,1996,24761,1761.0,101621.67,17.83,Kenya
3151,Maize,1996,24761,1761.0,101621.67,27.6,Kenya
3152,Maize,1996,24761,1761.0,101621.67,20.18,Kenya
3153,Maize,1996,24761,1761.0,101621.67,27.07,Kenya
3154,Maize,1996,24761,1761.0,101621.67,18.63,Kenya
3155,Maize,1996,24761,1761.0,101621.67,25.94,Kenya
3156,Maize,1996,24761,1761.0,101621.67,24.28,Kenya
3157,Maize,1996,24761,1761.0,101621.67,25.45,Kenya
3246,Maize,1997,26228,1761.0,110276.11,21.91,Kenya
3247,Maize,1997,26228,1761.0,110276.11,20.77,Kenya
3248,Maize,1997,26228,1761.0,110276.11,18.36,Kenya
3249,Maize,1997,26228,1761.0,110276.11,18.36,Kenya
3250,Maize,1997,26228,1761.0,110276.11,27.85,Kenya
3251,Maize,1997,26228,1761.0,110276.11,20.77,Kenya
3252,Maize,1997,26228,1761.0,110276.11,27.57,Kenya
3253,Maize,1997,26228,1761.0,110276.11,19.12,Kenya
3254,Maize,1997,26228,1761.0,110276.11,25.96,Kenya
3255,Maize,1997,26228,1761.0,110276.11,24.71,Kenya
3256,Maize,1997,26228,1761.0,110276.11,25.2,Kenya
3345,Maize,1998,27964,1761.0,118930.56,22.35,Kenya
3346,Maize,1998,27964,1761.0,118930.56,20.71,Kenya
3347,Maize,1998,27964,1761.0,118930.56,18.2,Kenya
3348,Maize,1998,27964,1761.0,118930.56,18.2,Kenya
3349,Maize,1998,27964,1761.0,118930.56,28.76,Kenya
3350,Maize,1998,27964,1761.0,118930.56,20.71,Kenya
3351,Maize,1998,27964,1761.0,118930.56,27.54,Kenya
3352,Maize,1998,27964,1761.0,118930.56,18.49,Kenya
3353,Maize,1998,27964,1761.0,118930.56,26.63,Kenya
3354,Maize,1998,27964,1761.0,118930.56,24.78,Kenya
3355,Maize,1998,27964,1761.0,118930.56,26.08,Kenya
3444,Maize,1999,27765,1761.0,127585.0,21.59,Kenya
3445,Maize,1999,27765,1761.0,127585.0,20.04,Kenya
3446,Maize,1999,27765,1761.0,127585.0,17.66,Kenya
3447,Maize,1999,27765,1761.0,127585.0,17.66,Kenya
3448,Maize,1999,27765,1761.0,127585.0,27.64,Kenya
3449,Maize,1999,27765,1761.0,127585.0,20.04,Kenya
3450,Maize,1999,27765,1761.0,127585.0,26.66,Kenya
3451,Maize,1999,27765,1761.0,127585.0,18.39,Kenya
3452,Maize,1999,27765,1761.0,127585.0,25.88,Kenya
3453,Maize,1999,27765,1761.0,127585.0,24.01,Kenya
3454,Maize,1999,27765,1761.0,127585.0,25.32,Kenya
3543,Maize,2000,27182,1761.0,140423.0,21.69,Kenya
3544,Maize,2000,27182,1761.0,140423.0,20.32,Kenya
3545,Maize,2000,27182,1761.0,140423.0,18.01,Kenya
3546,Maize,2000,27182,1761.0,140423.0,18.01,Kenya
3547,Maize,2000,27182,1761.0,140423.0,27.5,Kenya
3548,Maize,2000,27182,1761.0,140423.0,20.32,Kenya
3549,Maize,2000,27182,1761.0,140423.0,26.82,Kenya
3550,Maize,2000,27182,1761.0,140423.0,18.65,Kenya
3551,Maize,2000,27182,1761.0,140423.0,25.71,Kenya
3552,Maize,2000,27182,1761.0,140423.0,24.36,Kenya
3553,Maize,2000,27182,1761.0,140423.0,25.35,Kenya
3642,Maize,2001,34019,1761.0,151523.0,22.14,Kenya
3643,Maize,2001,34019,1761.0,151523.0,20.96,Kenya
3644,Maize,2001,34019,1761.0,151523.0,18.67,Kenya
3645,Maize,2001,34019,1761.0,151523.0,18.67,Kenya
3646,Maize,2001,34019,1761.0,151523.0,27.69,Kenya
3647,Maize,2001,34019,1761.0,151523.0,20.96,Kenya
3648,Maize,2001,34019,1761.0,151523.0,27.08,Kenya
3649,Maize,2001,34019,1761.0,151523.0,19.73,Kenya
3650,Maize,2001,34019,1761.0,151523.0,26.08,Kenya
3651,Maize,2001,34019,1761.0,151523.0,24.99,Kenya
3652,Maize,2001,34019,1761.0,151523.0,25.59,Kenya
3741,Maize,2002,30559,1761.0,145552.0,22.5,Kenya
3742,Maize,2002,30559,1761.0,145552.0,21.3,Kenya
3743,Maize,2002,30559,1761.0,145552.0,19.09,Kenya
3744,Maize,2002,30559,1761.0,145552.0,19.09,Kenya
3745,Maize,2002,30559,1761.0,145552.0,27.85,Kenya
3746,Maize,2002,30559,1761.0,145552.0,21.3,Kenya
3747,Maize,2002,30559,1761.0,145552.0,27.27,Kenya
3748,Maize,2002,30559,1761.0,145552.0,19.49,Kenya
3749,Maize,2002,30559,1761.0,145552.0,26.01,Kenya
3750,Maize,2002,30559,1761.0,145552.0,25.18,Kenya
3751,Maize,2002,30559,1761.0,145552.0,25.56,Kenya
3840,Maize,2004,33671,1761.0,214725.0,21.59,Kenya
3841,Maize,2004,33671,1761.0,214725.0,20.05,Kenya
3842,Maize,2004,33671,1761.0,214725.0,17.88,Kenya
3843,Maize,2004,33671,1761.0,214725.0,17.88,Kenya
3844,Maize,2004,33671,1761.0,214725.0,27.72,Kenya
3845,Maize,2004,33671,1761.0,214725.0,20.05,Kenya
3846,Maize,2004,33671,1761.0,214725.0,27.24,Kenya
3847,Maize,2004,33671,1761.0,214725.0,18.75,Kenya
3848,Maize,2004,33671,1761.0,214725.0,25.94,Kenya
3849,Maize,2004,33671,1761.0,214725.0,24.24,Kenya
3850,Maize,2004,33671,1761.0,214725.0,25.37,Kenya
3939,Maize,2005,30403,1761.0,232232.0,22.05,Kenya
3940,Maize,2005,30403,1761.0,232232.0,20.78,Kenya
3941,Maize,2005,30403,1761.0,232232.0,18.53,Kenya
3942,Maize,2005,30403,1761.0,232232.0,18.53,Kenya
3943,Maize,2005,30403,1761.0,232232.0,28.17,Kenya
3944,Maize,2005,30403,1761.0,232232.0,20.78,Kenya
3945,Maize,2005,30403,1761.0,232232.0,27.6,Kenya
3946,Maize,2005,30403,1761.0,232232.0,19.42,Kenya
3947,Maize,2005,30403,1761.0,232232.0,26.27,Kenya
3948,Maize,2005,30403,1761.0,232232.0,24.79,Kenya
3949,Maize,2005,30403,1761.0,232232.0,25.7,Kenya
4038,Maize,2006,33823,1761.0,238716.0,21.82,Kenya
4039,Maize,2006,33823,1761.0,238716.0,20.6,Kenya
4040,Maize,2006,33823,1761.0,238716.0,18.47,Kenya
4041,Maize,2006,33823,1761.0,238716.0,18.47,Kenya
4042,Maize,2006,33823,1761.0,238716.0,27.76,Kenya
4043,Maize,2006,33823,1761.0,238716.0,20.6,Kenya
4044,Maize,2006,33823,1761.0,238716.0,27.34,Kenya
4045,Maize,2006,33823,1761.0,238716.0,19.35,Kenya
4046,Maize,2006,33823,1761.0,238716.0,26.26,Kenya
4047,Maize,2006,33823,1761.0,238716.0,24.57,Kenya
4048,Maize,2006,33823,1761.0,238716.0,25.41,Kenya
4137,Maize,2007,37852,1761.0,304031.0,22.19,Kenya
4138,Maize,2007,37852,1761.0,304031.0,20.93,Kenya
4139,Maize,2007,37852,1761.0,304031.0,18.66,Kenya
4140,Maize,2007,37852,1761.0,304031.0,18.66,Kenya
4141,Maize,2007,37852,1761.0,304031.0,27.92,Kenya
4142,Maize,2007,37852,1761.0,304031.0,20.93,Kenya
4143,Maize,2007,37852,1761.0,304031.0,27.32,Kenya
4144,Maize,2007,37852,1761.0,304031.0,19.05,Kenya
4145,Maize,2007,37852,1761.0,304031.0,25.95,Kenya
4146,Maize,2007,37852,1761.0,304031.0,24.78,Kenya
4147,Maize,2007,37852,1761.0,304031.0,25.44,Kenya
4236,Maize,2008,40800,1761.0,312637.0,21.86,Kenya
4237,Maize,2008,40800,1761.0,312637.0,20.22,Kenya
4238,Maize,2008,40800,1761.0,312637.0,17.88,Kenya
4239,Maize,2008,40800,1761.0,312637.0,17.88,Kenya
4240,Maize,2008,40800,1761.0,312637.0,27.54,Kenya
4241,Maize,2008,40800,1761.0,312637.0,20.22,Kenya
4242,Maize,2008,40800,1761.0,312637.0,26.94,Kenya
4243,Maize,2008,40800,1761.0,312637.0,18.8,Kenya
4244,Maize,2008,40800,1761.0,312637.0,25.96,Kenya
4245,Maize,2008,40800,1761.0,312637.0,24.26,Kenya
4246,Maize,2008,40800,1761.0,312637.0,25.54,Kenya
4335,Maize,2009,37145,1761.0,335742.0,22.25,Kenya
4336,Maize,2009,37145,1761.0,335742.0,20.78,Kenya
4337,Maize,2009,37145,1761.0,335742.0,18.38,Kenya
4338,Maize,2009,37145,1761.0,335742.0,18.38,Kenya
4339,Maize,2009,37145,1761.0,335742.0,27.39,Kenya
4340,Maize,2009,37145,1761.0,335742.0,20.78,Kenya
4341,Maize,2009,37145,1761.0,335742.0,27.39,Kenya
4342,Maize,2009,37145,1761.0,335742.0,18.84,Kenya
4343,Maize,2009,37145,1761.0,335742.0,26.3,Kenya
4344,Maize,2009,37145,1761.0,335742.0,24.98,Kenya
4345,Maize,2009,37145,1761.0,335742.0,26.0,Kenya
4434,Maize,2010,43667,1761.0,342580.0,22.12,Kenya
4435,Maize,2010,43667,1761.0,342580.0,20.72,Kenya
4436,Maize,2010,43667,1761.0,342580.0,18.18,Kenya
4437,Maize,2010,43667,1761.0,342580.0,18.18,Kenya
4438,Maize,2010,43667,1761.0,342580.0,28.18,Kenya
4439,Maize,2010,43667,1761.0,342580.0,20.72,Kenya
4440,Maize,2010,43667,1761.0,342580.0,27.56,Kenya
4441,Maize,2010,43667,1761.0,342580.0,19.01,Kenya
4442,Maize,2010,43667,1761.0,342580.0,26.3,Kenya
4443,Maize,2010,43667,1761.0,342580.0,24.95,Kenya
4444,Maize,2010,43667,1761.0,342580.0,25.78,Kenya
4533,Maize,2011,42107,1761.0,345026.0,21.74,Kenya
4534,Maize,2011,42107,1761.0,345026.0,20.33,Kenya
4535,Maize,2011,42107,1761.0,345026.0,18.01,Kenya
4536,Maize,2011,42107,1761.0,345026.0,18.01,Kenya
4537,Maize,2011,42107,1761.0,345026.0,27.36,Kenya
4538,Maize,2011,42107,1761.0,345026.0,20.33,Kenya
4539,Maize,2011,42107,1761.0,345026.0,27.29,Kenya
4540,Maize,2011,42107,1761.0,345026.0,18.82,Kenya
4541,Maize,2011,42107,1761.0,345026.0,25.89,Kenya
4542,Maize,2011,42107,1761.0,345026.0,24.32,Kenya
4543,Maize,2011,42107,1761.0,345026.0,25.28,Kenya
4632,Maize,2012,50057,1761.0,346583.0,22.16,Kenya
4633,Maize,2012,50057,1761.0,346583.0,21.02,Kenya
4634,Maize,2012,50057,1761.0,346583.0,18.8,Kenya
4635,Maize,2012,50057,1761.0,346583.0,18.8,Kenya
4636,Maize,2012,50057,1761.0,346583.0,28.21,Kenya
4637,Maize,2012,50057,1761.0,346583.0,21.02,Kenya
4638,Maize,2012,50057,1761.0,346583.0,27.34,Kenya
4639,Maize,2012,50057,1761.0,346583.0,19.72,Kenya
4640,Maize,2012,50057,1761.0,346583.0,26.13,Kenya
4641,Maize,2012,50057,1761.0,346583.0,24.84,Kenya
4642,Maize,2012,50057,1761.0,346583.0,25.65,Kenya
4731,Maize,2013,52536,1761.0,367778.0,21.59,Kenya
4732,Maize,2013,52536,1761.0,367778.0,20.07,Kenya
4733,Maize,2013,52536,1761.0,367778.0,17.57,Kenya
4734,Maize,2013,52536,1761.0,367778.0,17.57,Kenya
4735,Maize,2013,52536,1761.0,367778.0,27.71,Kenya
4736,Maize,2013,52536,1761.0,367778.0,20.07,Kenya
4737,Maize,2013,52536,1761.0,367778.0,27.11,Kenya
4738,Maize,2013,52536,1761.0,367778.0,17.84,Kenya
4739,Maize,2013,52536,1761.0,367778.0,26.4,Kenya
4740,Maize,2013,52536,1761.0,367778.0,25.19,Kenya
4741,Maize,2013,52536,1761.0,367778.0,26.14,Kenya
4819,Maize,1990,28771,608.0,3906.0,9.51,Kenya
4825,Maize,1991,49551,608.0,3906.0,8.14,Kenya
4831,Maize,1992,28128,608.0,3906.0,9.07,Kenya
4837,Maize,1993,18609,608.0,3777.25,9.0,Kenya
4843,Maize,1994,28056,608.0,3648.5,10.23,Kenya
4849,Maize,1995,38237,608.0,3519.75,8.69,Kenya
4855,Maize,1996,21810,608.0,3391.0,8.44,Kenya
4861,Maize,1997,35782,608.0,3262.25,8.26,Kenya
4867,Maize,1998,27318,608.0,3133.5,9.16,Kenya
4873,Maize,1999,38239,608.0,3004.75,9.67,Kenya
4879,Maize,2000,17239,608.0,2876.0,9.9,Kenya
4885,Maize,2001,24713,608.0,2747.25,9.55,Kenya
4891,Maize,2002,42364,608.0,2618.5,9.6,Kenya
4897,Maize,2004,55400,608.0,2361.0,9.18,Kenya
4903,Maize,2005,53085,608.0,2232.25,8.58,Kenya
4909,Maize,2006,45328,608.0,2103.5,9.08,Kenya
4915,Maize,2007,61244,608.0,1974.75,10.23,Kenya
4921,Maize,2008,41548,608.0,1846.0,9.9,Kenya
4927,Maize,2009,47071,608.0,1717.25,9.74,Kenya
4933,Maize,2010,62512,608.0,1588.5,9.65,Kenya
4939,Maize,2011,55310,608.0,1459.75,9.17,Kenya
4945,Maize,2012,36800,608.0,1331.0,9.99,Kenya
4951,Maize,2013,63943,608.0,1197.0,11.26,Kenya
4958,Maize,1990,14612,748.0,29.1,28.77,Kenya
4966,Maize,1991,16868,748.0,29.1,28.4,Kenya
4974,Maize,1992,15238,748.0,29.1,28.06,Kenya
4982,Maize,1993,13722,748.0,17.0,28.58,Kenya
4990,Maize,1994,16042,748.0,6.0,28.0,Kenya
4998,Maize,1995,11441,748.0,3.04,28.46,Kenya
5006,Maize,1996,15521,748.0,39.16,28.74,Kenya
5014,Maize,1997,15185,748.0,75.29,28.52,Kenya
5022,Maize,1998,13919,748.0,111.41,28.95,Kenya
5030,Maize,1999,16241,748.0,93.43,28.45,Kenya
5038,Maize,2000,17543,748.0,75.44,28.6,Kenya
5046,Maize,2001,18115,748.0,57.46,28.77,Kenya
5054,Maize,2002,17381,748.0,39.47,28.97,Kenya
5062,Maize,2004,12666,748.0,1.28,28.9,Kenya
5070,Maize,2005,18058,748.0,92.21,29.18,Kenya
5078,Maize,2006,19444,748.0,109.24,28.92,Kenya
5086,Maize,2007,11736,748.0,292.05,28.96,Kenya
5094,Maize,2008,16662,748.0,190.92,28.4,Kenya
5102,Maize,2009,15286,748.0,132.3,29.05,Kenya
5110,Maize,2010,14342,748.0,442.89,29.17,Kenya
5118,Maize,2011,15356,748.0,843.0,29.03,Kenya
5126,Maize,2012,18386,748.0,843.0,28.67,Kenya
5134,Maize,2013,17353,748.0,843.0,29.41,Kenya
5142,Maize,1990,13540,1274.0,92.08,21.15,Kenya
5151,Maize,1991,13887,1274.0,92.08,20.97,Kenya
5160,Maize,1992,14218,1274.0,92.08,21.31,Kenya
5169,Maize,1993,14342,1274.0,96.99,21.17,Kenya
5178,Maize,1994,12276,1274.0,84.45,21.25,Kenya
5187,Maize,1995,12752,1274.0,144.2,21.55,Kenya
5196,Maize,1996,13133,1274.0,207.1,21.18,Kenya
5205,Maize,1997,12608,1274.0,117.56,21.51,Kenya
5214,Maize,1998,11463,1274.0,107.29,21.56,Kenya
5223,Maize,1999,11192,1274.0,150.24,21.01,Kenya
5232,Maize,2000,10521,1274.0,109.87,21.32,Kenya
5241,Maize,2001,10817,1274.0,72.56,21.24,Kenya
5250,Maize,2002,10931,1274.0,98.1,21.45,Kenya
5259,Maize,2004,10807,1274.0,508.26,21.71,Kenya
5268,Maize,2005,10833,1274.0,304.83,22.29,Kenya
5277,Maize,2006,10159,1274.0,190.51,21.83,Kenya
5286,Maize,2007,10244,1274.0,412.66,21.28,Kenya
5295,Maize,2008,10041,1274.0,456.44,21.29,Kenya
5304,Maize,2009,10032,1274.0,177.75,21.42,Kenya
5313,Maize,2010,10511,1274.0,264.53,21.75,Kenya
5322,Maize,2011,11023,1274.0,75.64,21.23,Kenya
5331,Maize,2012,11763,1274.0,98.59,21.44,Kenya
5340,Maize,2013,13218,1274.0,956.06,21.53,Kenya
5349,Maize,1990,18543,1604.0,450.01,25.08,Kenya
5359,Maize,1991,19800,1604.0,99.09,24.99,Kenya
5369,Maize,1992,13974,1604.0,1137.56,24.6,Kenya
5379,Maize,1993,11267,1604.0,774.49,24.9,Kenya
5389,Maize,1994,11644,1604.0,411.42,24.93,Kenya
5399,Maize,1995,15450,1604.0,48.35,25.21,Kenya
5409,Maize,1996,18750,1604.0,180.08,25.0,Kenya
5419,Maize,1997,20267,1604.0,630.12,24.98,Kenya
5429,Maize,1998,18911,1604.0,258.02,25.66,Kenya
5439,Maize,1999,25907,1604.0,653.0,24.97,Kenya
5449,Maize,2000,24615,1604.0,545.0,24.88,Kenya
5459,Maize,2001,24404,1604.0,687.0,25.01,Kenya
5469,Maize,2002,20679,1604.0,815.79,25.26,Kenya
5479,Maize,2004,19166,1604.0,849.48,25.42,Kenya
5489,Maize,2005,21334,1604.0,829.59,25.36,Kenya
5499,Maize,2006,22224,1604.0,950.22,25.39,Kenya
5509,Maize,2007,20000,1604.0,918.88,25.49,Kenya
5519,Maize,2008,20000,1604.0,882.13,25.42,Kenya
5529,Maize,2009,19787,1604.0,813.77,25.54,Kenya
5539,Maize,2010,19741,1604.0,1160.63,25.7,Kenya
5549,Maize,2011,20240,1604.0,1372.47,25.25,Kenya
5559,Maize,2012,17152,1604.0,1372.47,25.18,Kenya
5569,Maize,2013,19787,1604.0,1372.47,25.45,Kenya
5578,Maize,1990,68602,537.0,29568.0,8.2,Kenya
5579,Maize,1990,68602,537.0,29568.0,9.48,Kenya
5580,Maize,1990,68602,537.0,29568.0,6.07,Kenya
5581,Maize,1990,68602,537.0,29568.0,5.57,Kenya
5582,Maize,1990,68602,537.0,29568.0,7.41,Kenya
5583,Maize,1990,68602,537.0,29568.0,7.82,Kenya
5602,Maize,1991,67098,537.0,29477.5,8.13,Kenya
5603,Maize,1991,67098,537.0,29477.5,9.72,Kenya
5604,Maize,1991,67098,537.0,29477.5,5.82,Kenya
5605,Maize,1991,67098,537.0,29477.5,5.46,Kenya
5606,Maize,1991,67098,537.0,29477.5,7.55,Kenya
5607,Maize,1991,67098,537.0,29477.5,7.89,Kenya
5626,Maize,1992,56927,537.0,29387.0,6.25,Kenya
5627,Maize,1992,56927,537.0,29387.0,8.05,Kenya
5628,Maize,1992,56927,537.0,29387.0,4.41,Kenya
5629,Maize,1992,56927,537.0,29387.0,3.69,Kenya
5630,Maize,1992,56927,537.0,29387.0,5.79,Kenya
5631,Maize,1992,56927,537.0,29387.0,8.77,Kenya
5650,Maize,1993,64241,537.0,29296.5,6.48,Kenya
5651,Maize,1993,64241,537.0,29296.5,8.11,Kenya
5652,Maize,1993,64241,537.0,29296.5,4.52,Kenya
5653,Maize,1993,64241,537.0,29296.5,3.96,Kenya
5654,Maize,1993,64241,537.0,29296.5,5.87,Kenya
5655,Maize,1993,64241,537.0,29296.5,7.69,Kenya
5674,Maize,1994,73748,537.0,29206.0,6.52,Kenya
5675,Maize,1994,73748,537.0,29206.0,8.11,Kenya
5676,Maize,1994,73748,537.0,29206.0,4.72,Kenya
5677,Maize,1994,73748,537.0,29206.0,4.06,Kenya
5678,Maize,1994,73748,537.0,29206.0,5.95,Kenya
5679,Maize,1994,73748,537.0,29206.0,8.27,Kenya
5698,Maize,1995,72528,537.0,32223.4,7.19,Kenya
5699,Maize,1995,72528,537.0,32223.4,8.52,Kenya
5700,Maize,1995,72528,537.0,32223.4,5.47,Kenya
5701,Maize,1995,72528,537.0,32223.4,4.81,Kenya
5702,Maize,1995,72528,537.0,32223.4,6.38,Kenya
5703,Maize,1995,72528,537.0,32223.4,8.49,Kenya
5722,Maize,1996,69141,537.0,35240.8,6.88,Kenya
5723,Maize,1996,69141,537.0,35240.8,7.85,Kenya
5724,Maize,1996,69141,537.0,35240.8,5.25,Kenya
5725,Maize,1996,69141,537.0,35240.8,4.66,Kenya
5726,Maize,1996,69141,537.0,35240.8,5.81,Kenya
5727,Maize,1996,69141,537.0,35240.8,7.16,Kenya
5746,Maize,1997,68702,537.0,38258.2,6.72,Kenya
5747,Maize,1997,68702,537.0,38258.2,8.09,Kenya
5748,Maize,1997,68702,537.0,38258.2,4.54,Kenya
5749,Maize,1997,68702,537.0,38258.2,3.99,Kenya
5750,Maize,1997,68702,537.0,38258.2,6.0,Kenya
5751,Maize,1997,68702,537.0,38258.2,8.23,Kenya
5770,Maize,1998,80054,537.0,41275.6,9.01,Kenya
5771,Maize,1998,80054,537.0,41275.6,10.6,Kenya
5772,Maize,1998,80054,537.0,41275.6,7.0,Kenya
5773,Maize,1998,80054,537.0,41275.6,6.68,Kenya
5774,Maize,1998,80054,537.0,41275.6,8.54,Kenya
5775,Maize,1998,80054,537.0,41275.6,8.72,Kenya
5794,Maize,1999,79747,537.0,44293.0,8.29,Kenya
5795,Maize,1999,79747,537.0,44293.0,9.53,Kenya
5796,Maize,1999,79747,537.0,44293.0,6.71,Kenya
5797,Maize,1999,79747,537.0,44293.0,6.02,Kenya
5798,Maize,1999,79747,537.0,44293.0,7.75,Kenya
5799,Maize,1999,79747,537.0,44293.0,7.69,Kenya
5818,Maize,2000,62844,537.0,39667.0,6.93,Kenya
5819,Maize,2000,62844,537.0,39667.0,8.67,Kenya
5820,Maize,2000,62844,537.0,39667.0,5.14,Kenya
5821,Maize,2000,62844,537.0,39667.0,4.61,Kenya
5822,Maize,2000,62844,537.0,39667.0,6.67,Kenya
5823,Maize,2000,62844,537.0,39667.0,7.63,Kenya
5842,Maize,2001,66187,537.0,38456.0,8.47,Kenya
5843,Maize,2001,66187,537.0,38456.0,9.63,Kenya
5844,Maize,2001,66187,537.0,38456.0,6.46,Kenya
5845,Maize,2001,66187,537.0,38456.0,6.01,Kenya
5846,Maize,2001,66187,537.0,38456.0,7.76,Kenya
5847,Maize,2001,66187,537.0,38456.0,7.77,Kenya
5866,Maize,2002,70128,537.0,34226.0,8.18,Kenya
5867,Maize,2002,70128,537.0,34226.0,9.45,Kenya
5868,Maize,2002,70128,537.0,34226.0,6.01,Kenya
5869,Maize,2002,70128,537.0,34226.0,5.47,Kenya
5870,Maize,2002,70128,537.0,34226.0,7.48,Kenya
5871,Maize,2002,70128,537.0,34226.0,7.82,Kenya
5890,Maize,2004,82410,537.0,36138.0,7.02,Kenya
5891,Maize,2004,82410,537.0,36138.0,8.63,Kenya
5892,Maize,2004,82410,537.0,36138.0,4.91,Kenya
5893,Maize,2004,82410,537.0,36138.0,4.46,Kenya
5894,Maize,2004,82410,537.0,36138.0,6.4,Kenya
5895,Maize,2004,82410,537.0,36138.0,8.95,Kenya
5914,Maize,2005,86035,537.0,36363.0,7.89,Kenya
5915,Maize,2005,86035,537.0,36363.0,9.05,Kenya
5916,Maize,2005,86035,537.0,36363.0,5.95,Kenya
5917,Maize,2005,86035,537.0,36363.0,5.53,Kenya
5918,Maize,2005,86035,537.0,36363.0,7.22,Kenya
5919,Maize,2005,86035,537.0,36363.0,8.38,Kenya
5938,Maize,2006,84737,537.0,36572.75,8.66,Kenya
5939,Maize,2006,84737,537.0,36572.75,9.83,Kenya
5940,Maize,2006,84737,537.0,36572.75,6.95,Kenya
5941,Maize,2006,84737,537.0,36572.75,6.3,Kenya
5942,Maize,2006,84737,537.0,36572.75,7.85,Kenya
5943,Maize,2006,84737,537.0,36572.75,8.31,Kenya
5962,Maize,2007,85108,537.0,45140.03,7.42,Kenya
5963,Maize,2007,85108,537.0,45140.03,9.14,Kenya
5964,Maize,2007,85108,537.0,45140.03,5.25,Kenya
5965,Maize,2007,85108,537.0,45140.03,4.96,Kenya
5966,Maize,2007,85108,537.0,45140.03,7.07,Kenya
5967,Maize,2007,85108,537.0,45140.03,7.72,Kenya
5986,Maize,2008,90623,537.0,53707.3,7.5,Kenya
5987,Maize,2008,90623,537.0,53707.3,8.61,Kenya
5988,Maize,2008,90623,537.0,53707.3,5.62,Kenya
5989,Maize,2008,90623,537.0,53707.3,5.01,Kenya
5990,Maize,2008,90623,537.0,53707.3,6.58,Kenya
5991,Maize,2008,90623,537.0,53707.3,7.3,Kenya
